Area.code408,Area.code415,International.plan,Voice.mail.plan,Account.length,Number.vmail.messages,Total.day.minutes,Total.day.calls,Total.eve.minutes,Total.eve.calls,Total.night.minutes,Total.night.calls,Total.intl.minutes,Total.intl.calls,Customer.service.calls,Churn
0,1,0,0,0.52571789,-0.591671078,1.175472212,-0.121362965,-2.30864667,-1.411175034,-0.416658776,-0.82314029,1.240295587,1.430412661,0.332304592,0
0,1,0,0,-0.051850761,-0.591671078,1.125901267,-1.416887949,-0.89483155,-0.106126146,-0.250565024,0.454416002,0.488103362,2.243019684,-0.42786782,0
0,1,0,0,-0.905647897,-0.591671078,-0.801857738,0.576227411,1.418146322,-0.206514522,0.382173078,0.198904744,-2.090841407,-1.007408406,-0.42786782,0
0,1,0,0,-0.905647897,-0.591671078,0.617340082,0.526399527,0.660956635,-0.306902898,0.973387743,1.169847526,-2.699758922,-0.194801383,-0.42786782,0
0,1,0,1,-1.407881506,1.015533245,0.308898641,-0.818953341,2.212801124,-0.407291274,-0.74291436,0.403313751,0.595559394,-0.601104895,-1.188040232,0
0,0,0,0,0.952616458,-0.591671078,-0.833069074,0.277260107,0.203487866,-0.106126146,-0.143790469,1.272052029,-0.013358121,-1.007408406,2.612821826,1
0,0,0,0,2.861104175,-0.591671078,-1.765737241,2.370031235,-1.579062856,-0.457485462,0.508720699,0.505518254,0.165735266,1.836716173,-1.188040232,0
1,0,0,0,-0.177409163,-0.591671078,0.037176419,-0.769125457,0.027993381,-0.106126146,0.890340867,-0.158811018,-0.371544894,-1.007408406,1.852649415,0
0,0,0,1,0.450382849,1.088587987,-0.473220727,0.675883179,1.518710578,1.851447188,0.544312217,0.607722757,0.559740717,-0.194801383,0.332304592,0
0,0,0,1,-0.378302607,2.403573342,-1.115807062,0.028120687,0.572223469,1.700864623,0.712383276,-2.151798834,-0.264088862,-0.601104895,-1.188040232,0
1,0,0,1,0.123931003,1.746080664,-0.254741373,1.273817787,0.306023969,-0.357097086,-0.549138316,-0.720935787,1.383570296,1.430412661,1.852649415,0
1,0,1,0,-0.227632524,-0.591671078,-2.151289041,0.526399527,-0.401869514,1.299311119,0.411832677,-1.027549297,0.058279234,-1.007408406,-0.42786782,1
0,0,0,0,-0.579196051,-0.591671078,-0.21067831,0.476571643,0.398700832,-1.360980846,0.793452845,1.834176798,0.810471458,-1.413711917,-0.42786782,0
1,0,0,0,1.354403346,-0.591671078,1.51696095,-2.263961977,-0.125810774,0.646786675,-1.075101864,-0.772038038,-0.69391299,0.617805639,0.332304592,0
0,0,0,1,-0.930759577,2.914956535,-1.567453457,0.177604339,-1.27737009,0.044456419,-1.057306105,-0.567629032,-2.05502273,-0.194801383,-1.188040232,0
0,1,0,0,-0.453637648,-0.591671078,0.764216958,0.127776455,0.607716735,0.144844795,-1.549655441,-0.005504263,-0.15663283,0.211502128,1.092477003,0
1,0,0,1,1.078174861,2.914956535,0.184053296,-0.221018733,-1.529766653,-1.662145974,0.263534684,0.301109247,-1.338649183,-1.007408406,0.332304592,1
0,1,0,0,1.05306318,-0.591671078,-0.137239872,-0.171190849,-0.532011492,0.395815735,-0.250565024,0.965438519,0.989564845,-0.194801383,0.332304592,0
0,1,0,0,-0.503861009,-0.591671078,0.341945938,-0.370502385,0.195600473,0.395815735,-0.149722389,-1.487469562,0.058279234,0.617805639,0.332304592,0
1,0,0,1,1.103286541,1.161642728,-0.592558189,-0.519986037,-0.498490073,0.395815735,1.012933874,0.09670024,1.920850456,-0.601104895,0.332304592,0
0,0,0,0,-0.302967565,-0.591671078,2.278884748,-0.270846617,1.181524545,0.696980863,2.199317817,-0.567629032,-1.768473311,-0.601104895,-0.42786782,1
0,1,0,1,2.459317287,1.892190148,0.933125366,1.024678367,0.363207565,-0.055931957,1.946222576,-0.312117773,-0.801369022,-1.007408406,-1.188040232,0
0,1,0,1,-0.127185802,2.111354374,-0.129896028,-0.370502385,-1.594837641,0.797369239,0.301103509,-0.720935787,0.022460557,0.211502128,2.612821826,1
0,1,0,0,-0.177409163,-0.591671078,0.031668536,-0.121362965,-0.021302823,-0.608068026,1.716855013,0.709927261,-1.302830505,0.211502128,-0.42786782,0
0,1,0,0,0.651276293,-0.591671078,1.594071311,0.277260107,1.258426623,3.407467016,0.125123224,0.965438519,-1.553561247,-1.007408406,-0.42786782,1
1,0,0,0,0.50060621,-0.591671078,-0.17212313,0.376915875,2.948300482,-1.611951786,1.900744525,-0.669833535,0.344828653,-0.601104895,-1.188040232,1
1,0,0,0,0.52571789,-0.591671078,2.141187676,-0.071535081,0.272502551,-0.557873838,-1.324242492,0.352211499,0.416466008,-0.601104895,1.852649415,1
1,0,0,1,0.50060621,1.96524489,-2.039295423,-0.270846617,0.162079055,-1.561757598,-0.06865282,-2.969434861,0.416466008,-0.194801383,-0.42786782,0
0,0,0,0,-0.604307731,-0.591671078,0.991876117,0.177604339,1.291948041,-0.306902898,0.233875086,0.198904744,-0.944643732,-0.601104895,0.332304592,0
1,0,1,0,-0.930759577,-0.591671078,1.03593918,-1.167748529,0.34743278,-0.75865059,-0.133903937,-0.158811018,1.0612022,-1.007408406,0.332304592,1
1,0,1,0,0.575941251,-0.591671078,1.1901599,-0.569813921,-0.240177967,-1.00962153,0.101395545,0.709927261,0.38064733,-0.194801383,-0.42786782,0
0,1,0,0,1.178621583,-0.591671078,-1.01666517,-0.868781225,-0.419616148,-0.959427342,1.030729633,-0.056606515,0.38064733,0.617805639,-1.188040232,0
1,0,0,0,-0.604307731,-0.591671078,0.9221096,-0.669469689,-1.928079978,1.901641376,2.149885152,1.834176798,0.38064733,-0.601104895,0.332304592,0
0,1,0,0,0.852169737,-0.591671078,0.404368611,-0.968436993,0.473631061,0.696980863,0.06975864,-0.925344793,0.022460557,0.617805639,-0.42786782,0
0,1,0,1,-0.353190926,0.942478503,0.628355847,0.626055295,-0.413700603,0.696980863,-1.312378653,-0.925344793,0.129916589,0.211502128,-1.188040232,0
0,0,0,0,-1.181876382,-0.591671078,0.564097214,0.077948571,0.069402192,-0.859038966,-1.444858193,-2.407310092,-0.622275636,0.211502128,-0.42786782,0
0,1,0,0,-1.658998311,-0.591671078,-1.36182583,1.423301439,1.128284645,1.449893683,0.241784312,-1.180856052,-0.550638281,-0.601104895,-1.188040232,0
1,0,0,0,-0.428525968,-0.591671078,-0.755958714,0.077948571,-0.039049456,-0.357097086,0.06382672,1.88527905,-0.873006377,-0.194801383,-1.188040232,0
0,1,0,0,-0.177409163,-0.591671078,1.002891882,0.127776455,1.544344604,0.446009923,0.658995998,1.067643023,-2.950489663,-1.007408406,-0.42786782,1
1,0,0,1,-0.127185802,1.307752212,-0.623769525,0.376915875,-0.17313513,-0.557873838,-0.707322842,-0.20991327,-0.120814153,-1.007408406,-0.42786782,0
0,1,0,0,-0.930759577,-0.591671078,-1.51604655,-1.018264877,-0.291446018,-0.50767965,-0.234746572,-0.414322276,0.058279234,0.617805639,0.332304592,0
0,1,0,0,-0.403414287,-0.591671078,1.469225966,-0.769125457,0.81476079,0.847563427,-0.634162499,-1.43636731,-1.732654633,-1.413711917,-1.188040232,0
1,0,0,0,0.400159488,-0.591671078,1.103869735,-0.818953341,-0.516236707,0.295427359,0.170601275,-0.363220025,-0.15663283,-1.007408406,-1.188040232,0
0,1,0,1,0.274601086,0.577204793,0.76788888,0.476571643,-1.395680979,1.148728555,-0.017242849,0.403313751,0.38064733,-0.601104895,-0.42786782,0
0,0,1,0,0.701499654,-0.591671078,0.240968085,1.522957207,-0.305248955,0.044456419,0.085577093,1.527563288,0.237372621,-0.194801383,-0.42786782,0
1,0,0,0,0.977728139,-0.591671078,-0.120716223,-0.470158153,-0.082430115,0.295427359,0.166646662,1.425358784,0.344828653,0.211502128,1.092477003,0
0,1,0,0,-0.503861009,-0.591671078,-0.482400532,-0.071535081,-0.06665533,0.094650607,-0.046902447,-0.720935787,-1.410286537,-1.007408406,0.332304592,0
0,0,0,0,-0.780089494,-0.591671078,-2.208203831,0.127776455,1.108566164,0.295427359,0.146873596,-0.720935787,0.309009976,0.617805639,-1.188040232,0
0,0,0,1,-0.55408437,0.942478503,1.551844209,-1.068092761,0.035880774,0.897757615,-0.543206397,-0.414322276,-1.410286537,-0.601104895,1.852649415,0
1,0,0,0,-0.403414287,-0.591671078,-0.952406537,0.327087991,1.384624904,1.198922743,0.026257896,-1.231958303,0.810471458,0.211502128,-1.188040232,0
0,0,0,0,-0.252744204,-0.591671078,-0.565018775,0.725711063,0.873916235,0.245233171,1.169141093,-0.312117773,-0.69391299,-0.601104895,-1.188040232,0
0,1,0,1,1.203733263,0.869423761,0.351125743,-1.167748529,1.439836652,-0.608068026,-0.20113236,-1.231958303,1.455207651,1.836716173,-0.42786782,0
0,1,0,0,-1.031206299,-0.591671078,-1.497686941,-0.619641805,-0.403841363,-1.561757598,0.449401502,-1.589674065,-0.335726217,-1.007408406,0.332304592,0
1,0,0,0,0.349936127,-0.591671078,-0.585214345,0.426743759,0.540673898,0.847563427,1.954131802,-0.51652678,-0.228270185,1.836716173,1.092477003,0
0,1,0,1,1.078174861,0.723314277,-1.347138142,0.426743759,-1.831459419,0.646786675,0.148850903,0.556620506,-0.049176798,0.211502128,-0.42786782,0
0,1,0,1,-0.378302607,1.746080664,-1.998904282,3.117449495,-0.675956406,1.048340179,0.870567801,0.250006996,0.309009976,0.211502128,1.092477003,0
0,1,0,1,0.952616458,0.869423761,0.639371613,0.028120687,0.672787724,1.600476247,-0.752800893,1.629767791,1.634301038,3.055626706,-1.188040232,0
1,0,0,0,0.575941251,-0.591671078,-0.526463595,1.124334135,-0.267783841,0.195038983,1.078184991,-0.363220025,-1.768473311,-0.601104895,-0.42786782,0
0,0,1,0,0.023484281,-0.591671078,0.991876117,0.127776455,0.406588225,1.550282059,-1.067192638,0.301109247,0.917927491,-0.601104895,-1.188040232,0
0,1,0,0,-0.579196051,-0.591671078,0.534721838,0.925022599,1.013917453,1.600476247,1.568557021,1.016540771,0.917927491,1.02410915,-1.188040232,0
0,1,1,0,-1.156764702,-0.591671078,0.222608476,-0.470158153,1.086875834,0.496204111,0.055917494,0.045597989,1.455207651,0.617805639,-0.42786782,1
0,1,0,1,0.701499654,1.819135406,-1.104791296,0.177604339,1.532513515,-0.608068026,1.236369517,3.827164614,-1.553561247,-1.007408406,0.332304592,0
1,0,1,0,-0.654531092,-0.591671078,0.578784901,-1.964994673,-1.880755622,0.947951803,-0.493773732,-1.896287575,-0.192451507,-0.194801383,1.852649415,1
0,1,0,1,0.626164612,1.088587987,-1.202097227,0.077948571,-0.210600244,0.144844795,0.781589006,0.556620506,0.846290136,1.02410915,1.092477003,0
0,1,0,0,-0.227632524,-0.591671078,-0.473220727,1.074506251,2.540127916,-0.608068026,1.722786933,0.863234016,-1.661017279,-1.007408406,1.092477003,1
1,0,0,0,-1.232099743,-0.591671078,0.641207574,-1.616199485,-0.835676106,1.901641376,-1.531859682,0.709927261,-0.299907539,-0.194801383,0.332304592,0
0,0,0,0,-0.353190926,-0.591671078,0.945977093,0.227432223,-0.577363999,0.395815735,-2.633219442,1.834176798,0.989564845,0.617805639,-0.42786782,0
0,1,0,1,-0.152297482,1.015533245,-2.549692569,1.273817787,-1.332581838,-0.50767965,1.252187969,-0.465424528,0.595559394,1.02410915,-1.188040232,0
0,0,0,0,-0.855424536,-0.591671078,2.39822221,-0.171190849,-2.651748247,1.148728555,0.902204706,-0.056606515,-0.371544894,2.243019684,1.852649415,0
0,1,0,0,1.605520151,-0.591671078,0.676090832,1.273817787,-0.200741004,0.195038983,0.471151874,1.169847526,0.774652781,1.430412661,-1.188040232,0
0,1,0,1,1.228844944,1.526916438,0.553081448,-1.167748529,-0.847507195,-2.415058795,-1.166057966,0.658825009,-1.302830505,-1.413711917,-1.188040232,0
0,1,0,0,-1.885003435,-0.591671078,1.004727843,0.426743759,0.306023969,1.449893683,-0.183336601,-0.312117773,-2.413209503,0.617805639,1.092477003,0
0,0,0,1,-0.55408437,1.673025922,-1.407724854,-0.519986037,0.828563727,1.751058811,-2.46119377,-0.414322276,0.703015426,1.430412661,1.092477003,0
0,0,1,0,-0.805201175,-0.591671078,1.836418157,-0.519986037,0.940959072,-0.457485462,-0.590661754,0.914336267,-0.658094313,2.243019684,0.332304592,1
0,0,1,1,-0.152297482,2.403573342,-0.789006011,-0.470158153,-0.003556189,-1.963311103,-1.328197105,-1.691878569,0.022460557,1.836716173,2.612821826,1
0,1,0,0,1.404626707,-0.591671078,0.821131748,0.526399527,-0.005528038,-0.055931957,-1.666316529,0.914336267,0.452284685,-1.007408406,0.332304592,0
0,1,0,0,-0.52897269,-0.591671078,-0.352047304,0.127776455,0.710252839,0.446009923,0.874522414,-0.618731283,0.165735266,-1.413711917,-0.42786782,0
0,0,0,1,-0.654531092,2.111354374,-1.069908038,-0.171190849,1.3885686,0.496204111,0.945705451,-0.158811018,0.38064733,0.211502128,0.332304592,0
0,0,0,0,-1.432993187,-0.591671078,0.887226342,1.024678367,1.489132856,-1.059815718,1.560647794,-1.180856052,-0.120814153,0.211502128,0.332304592,1
1,0,0,0,-0.0016274,-0.591671078,-1.653743622,0.875194715,1.16574976,-1.059815718,-0.608457514,-0.363220025,1.168658232,2.649323195,2.612821826,1
1,0,0,1,0.400159488,0.431095309,-1.828159913,-0.968436993,0.355320173,0.144844795,-1.547678135,0.09670024,-0.586456958,-1.007408406,-0.42786782,0
1,0,0,0,-0.478749329,-0.591671078,-0.992797678,-0.221018733,0.130529484,1.851447188,-0.351407659,0.147802492,0.953746168,-1.007408406,-0.42786782,0
1,0,0,0,-1.558551589,-0.591671078,-0.355719226,-1.616199485,-1.939911067,0.144844795,0.68074637,0.301109247,-0.407363571,0.211502128,0.332304592,0
0,1,0,0,-1.784556714,-0.591671078,-0.181302935,2.170719699,0.477574758,0.897757615,-0.61636674,-0.363220025,0.416466008,1.02410915,-0.42786782,0
0,1,0,1,-0.955871258,1.526916438,-0.688028159,0.327087991,-1.622443516,-2.214282043,0.775657086,-0.465424528,-1.302830505,1.430412661,-0.42786782,0
0,1,0,0,0.249489405,-0.591671078,-0.616425682,-2.263961977,1.193355634,-0.859038966,-0.744891667,0.812131764,-0.550638281,-0.601104895,1.092477003,0
0,0,0,0,-0.252744204,-0.591671078,0.955156898,0.974850483,-0.993423958,0.295427359,1.351053298,1.476461036,0.488103362,1.02410915,1.092477003,0
0,1,1,1,0.098819322,1.526916438,0.751365231,-0.918609109,0.329686147,0.496204111,-0.205086973,-0.005504263,1.0612022,0.617805639,-0.42786782,1
1,0,1,1,1.630631831,1.96524489,-0.946898654,1.871752395,1.449695893,0.646786675,1.938313349,1.527563288,-0.514819604,1.02410915,0.332304592,0
0,0,0,0,-0.55408437,-0.591671078,-0.910179435,0.925022599,1.773078988,1.048340179,-0.120062791,2.038585805,1.347751619,0.617805639,1.092477003,0
1,0,0,1,0.098819322,1.819135406,0.547573565,-1.616199485,-1.066382339,2.002029752,-1.57931504,1.578665539,0.129916589,-0.601104895,0.332304592,0
0,1,0,0,1.781301914,-0.591671078,0.659567184,1.971408163,-1.078213428,-0.808844778,1.260097196,-0.874242542,-1.123737118,-1.413711917,1.092477003,0
1,0,0,0,0.50060621,-0.591671078,-0.533807438,0.227432223,-0.072570874,1.650670435,-0.630207886,0.812131764,-0.371544894,4.27453724,-0.42786782,0
0,1,0,0,-0.328079246,-0.591671078,-0.335523655,-0.420330269,-0.541870733,0.395815735,0.105350158,-0.261015521,-0.8371877,-0.194801383,0.332304592,0
1,0,0,1,1.304179985,1.453861696,1.024923414,-1.317232181,0.530814658,-3.167971615,-0.6045029,0.147802492,1.849213102,1.836716173,-1.188040232,0
0,1,0,1,-1.181876382,2.257463858,0.498002619,2.120891815,-1.443005334,-1.411175034,-0.033061301,1.016540771,-0.371544894,-1.413711917,1.092477003,0
0,0,0,0,-0.55408437,-0.591671078,-0.407126132,-0.769125457,-0.135670015,-0.407291274,0.605608721,-0.720935787,-0.299907539,2.243019684,2.612821826,1
0,1,0,0,-1.156764702,-0.591671078,-0.07665316,2.320203351,-0.772576965,0.897757615,1.752446532,-2.305105589,-0.335726217,-0.194801383,-1.188040232,0
1,0,0,0,0.199266044,-0.591671078,1.559188052,-1.566371601,2.051109577,0.998145991,-0.06865282,-0.720935787,-0.264088862,1.836716173,-0.42786782,1
1,0,0,1,-0.905647897,1.673025922,1.882317181,-1.516543717,-0.965818084,-0.557873838,0.486970327,-0.363220025,0.631378072,-0.194801383,-0.42786782,0
0,0,0,0,-1.859891755,-0.591671078,0.257491734,0.077948571,-1.618499819,0.195038983,-1.284696361,1.220949778,-0.371544894,-0.601104895,-1.188040232,0
1,0,0,1,-1.734333353,1.307752212,1.595907272,0.426743759,0.617575976,0.345621547,0.235852392,-0.107708766,2.171581198,-0.194801383,-0.42786782,0
0,1,0,1,-2.462572086,2.038299632,-1.13233071,0.825366831,0.404616376,1.249116931,-1.917434463,-0.567629032,0.595559394,0.617805639,0.332304592,0
0,1,0,0,0.450382849,-0.591671078,-0.054621629,-0.519986037,0.467715517,-0.959427342,0.073713253,-1.180856052,-0.980462409,4.27453724,-0.42786782,0
0,1,0,0,-1.458104867,-0.591671078,1.140588954,0.028120687,-1.411455764,1.048340179,1.264051809,0.198904744,-1.553561247,-0.601104895,-0.42786782,0
0,0,0,0,0.375047808,-0.591671078,0.178545413,-0.519986037,-0.220459485,0.897757615,0.097440932,-0.874242542,1.025383523,-1.007408406,-0.42786782,0
0,1,0,0,0.149042683,-0.591671078,-1.040532663,-0.021707197,-0.839619802,-0.909233154,1.092026137,-0.925344793,-0.335726217,0.211502128,-1.188040232,0
1,0,0,0,0.550829571,-0.591671078,-0.379586718,-0.320674501,0.800957853,0.947951803,0.030212509,1.016540771,-1.338649183,-1.413711917,-0.42786782,0
1,0,0,0,0.224377725,-0.591671078,-1.462803683,-0.519986037,0.637294457,-0.357097086,0.06975864,-2.202901086,0.309009976,1.430412661,1.092477003,0
0,1,0,0,1.881748636,-0.591671078,0.797264255,-1.217576413,0.264615158,1.550282059,-0.918894645,-1.027549297,-0.049176798,-1.007408406,1.092477003,0
0,0,0,1,-2.211455282,0.942478503,2.493692179,0.227432223,0.15616351,-1.461369222,1.1711184,1.169847526,0.667196749,-0.601104895,1.092477003,0
0,1,0,0,-0.328079246,-0.591671078,0.184053296,0.526399527,-0.072570874,0.044456419,0.664927918,0.556620506,1.670119715,-0.601104895,0.332304592,0
0,0,0,1,-0.227632524,1.526916438,-0.447517273,0.476571643,-0.246093511,0.195038983,1.068298458,0.914336267,-0.801369022,-0.194801383,1.092477003,0
0,0,0,0,1.605520151,-0.591671078,-0.469548805,-0.470158153,1.333356852,0.395815735,-0.238701185,-0.056606515,0.237372621,-0.194801383,3.372994238,0
0,1,0,0,1.379515027,-0.591671078,-0.01790241,-0.320674501,-0.445250174,-0.156320334,-0.626253273,-1.180856052,-0.980462409,-0.601104895,-0.42786782,0
1,0,0,0,-0.955871258,-0.591671078,-0.559510892,0.177604339,1.431949259,-1.26059247,0.113259385,-1.43636731,-0.407363571,-0.194801383,-1.188040232,0
0,1,1,1,-0.453637648,1.746080664,-1.561945574,0.526399527,-0.918493728,-0.106126146,-0.009333623,0.454416002,0.129916589,0.617805639,0.332304592,0
0,1,0,0,1.429738388,-0.591671078,0.789920411,0.028120687,0.03982447,1.399699495,0.192351648,0.301109247,-1.195374473,-1.007408406,0.332304592,0
0,0,1,0,0.349936127,-0.591671078,1.287465831,-0.270846617,0.818704487,0.195038983,-0.972281923,1.067643023,1.813394424,0.617805639,-0.42786782,1
0,0,0,1,0.048595961,2.038299632,-1.699642646,-0.420330269,-0.624688355,0.496204111,-0.675685937,-1.027549297,0.237372621,0.211502128,3.372994238,1
0,1,0,0,-0.930759577,-0.591671078,0.826639631,0.526399527,-0.216515789,0.044456419,0.405900757,0.505518254,-0.371544894,-1.007408406,-0.42786782,0
0,0,0,1,-0.378302607,2.257463858,1.494929419,1.074506251,0.260671462,0.044456419,-0.909008112,0.045597989,0.882108813,0.211502128,0.332304592,0
0,1,0,1,1.253956624,1.307752212,0.30706268,-0.121362965,-0.496518225,0.546398299,0.413809983,1.220949778,1.132839555,0.211502128,-1.188040232,0
0,0,1,0,-0.353190926,-0.591671078,-0.22903792,0.925022599,-0.048908697,0.947951803,-1.340060945,-0.618731283,0.273191298,0.617805639,-0.42786782,0
0,1,0,0,-0.277855885,-0.591671078,-1.288387392,-0.619641805,-1.249764216,0.395815735,-0.814097397,1.067643023,0.273191298,0.211502128,0.332304592,0
0,0,0,1,0.174154364,1.59997118,1.777667406,-0.071535081,0.377010502,0.646786675,-0.454227601,-0.261015521,-0.15663283,0.617805639,0.332304592,0
0,1,0,1,-1.709221672,1.96524489,0.128974467,1.174162019,1.183496393,-1.561757598,2.312024291,0.147802492,1.705938392,0.211502128,-1.188040232,0
0,1,1,1,1.203733263,1.453861696,-0.970766146,-0.171190849,-0.67201271,0.094650607,-1.10080685,-1.180856052,-0.514819604,-0.601104895,2.612821826,1
0,0,0,0,0.123931003,-0.591671078,-0.19048274,0.327087991,-0.074542723,-1.461369222,0.026257896,-1.078651548,0.165735266,-0.194801383,-0.42786782,0
1,0,1,0,1.655743512,-0.591671078,0.721989856,-0.021707197,0.826591879,-0.50767965,-0.632185192,0.045597989,-0.049176798,-0.194801383,0.332304592,0
0,0,0,1,-1.658998311,1.380806954,1.136917032,-0.669469689,-1.163002898,0.044456419,1.740582692,-1.640776317,-0.299907539,-0.194801383,-0.42786782,0
0,1,0,1,0.149042683,1.015533245,1.860285649,-0.868781225,-1.12948148,1.500087871,0.76181594,1.425358784,0.344828653,1.836716173,-0.42786782,0
